time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.41191	18.7021	4.92103	3.81658	0.452076	lidar	1.05605	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22427	18.5585	4.90495	3.83177	0.440544	radar	1.44875	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07834	18.4027	4.86868	3.86109	0.448321	lidar	2.12958	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.897	18.2343	4.89003	3.89402	0.467931	radar	7.10526	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66263	18.0931	4.92439	3.89742	0.448434	lidar	2.69744	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49279	17.9393	4.89985	3.91194	0.436254	radar	3.34932	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27953	17.7732	4.9284	3.92332	0.425745	lidar	1.34669	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.10433	17.5924	4.94407	3.95074	0.437062	radar	2.50105	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91907	17.4726	4.92364	3.95223	0.418761	lidar	6.15802	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77441	17.2615	4.93879	3.99411	0.446193	radar	3.39481	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.60063	17.0783	4.94648	4.01198	0.44186	lidar	0.12773	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4359	16.9072	4.92634	4.02119	0.423405	radar	1.83343	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26967	16.7345	4.92337	4.03475	0.416397	lidar	0.536022	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10182	16.5377	4.92704	4.04825	0.404572	radar	5.14053	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94868	16.3107	4.9496	4.07543	0.410439	lidar	2.32543	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7927	16.1308	4.93331	4.08375	0.394421	radar	1.24733	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.59703	15.9611	4.9491	4.08159	0.373519	lidar	2.2019	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46973	15.7354	4.96636	4.11576	0.393435	radar	1.78744	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.30248	15.5208	4.99175	4.12884	0.386607	lidar	1.19392	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.15226	15.3261	4.98708	4.13897	0.376202	radar	1.08742	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.954434	15.1126	5.03085	4.13969	0.358145	lidar	3.55646	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.811343	14.9266	5.00558	4.14444	0.340777	radar	2.5437	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.692771	14.7109	4.99935	4.16645	0.345581	lidar	0.118926	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.58167	14.4744	5.01446	4.19705	0.362047	radar	1.52838	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.413115	14.2558	5.04249	4.20085	0.347991	lidar	1.59044	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.299329	14.0113	5.07417	4.23239	0.368747	radar	3.62259	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.253598	13.7623	5.05138	4.27665	0.39353	lidar	2.85181	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.15422	13.5229	5.06841	4.30368	0.404812	radar	1.45274	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00385748	13.2972	5.09514	4.30352	0.38482	lidar	2.04305	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.11744	13.0754	5.08454	4.31315	0.37283	radar	0.784413	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.152675	12.8441	5.04995	4.35116	0.392188	lidar	2.64344	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.267707	12.6158	5.0429	4.35595	0.373308	radar	3.56378	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.383666	12.3804	5.05624	4.36426	0.363036	lidar	0.519398	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.502704	12.1679	5.04178	4.36375	0.342145	radar	3.99384	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.588552	11.9441	5.03119	4.37821	0.339893	lidar	0.45517	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.706501	11.7156	5.03211	4.3786	0.321229	radar	3.19066	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.881839	11.4766	5.07365	4.36199	0.2888	lidar	5.24102	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.982138	11.2471	5.0539	4.36362	0.269728	radar	3.70947	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.14877	11.0204	5.07875	4.34722	0.240575	lidar	3.5697	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.23141	10.7786	5.0875	4.36514	0.249463	radar	0.746579	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.35844	10.5275	5.11485	4.3646	0.236571	lidar	1.68064	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.44225	10.2713	5.13435	4.38179	0.244429	radar	1.40818	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.55031	10.0559	5.12115	4.38152	0.232786	lidar	1.97536	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.63907	9.82445	5.10847	4.38702	0.224496	radar	0.57563	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72457	9.59873	5.09616	4.39445	0.221085	lidar	0.675654	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8274	9.35298	5.11476	4.39976	0.217987	radar	2.82236	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.90864	9.06755	5.15296	4.41409	0.2207	lidar	4.52458	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.99619	8.8406	5.13186	4.4145	0.206576	radar	1.83299	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.09408	8.58936	5.14625	4.41718	0.199102	lidar	0.50771	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.21255	8.34137	5.16265	4.41059	0.181853	radar	3.6638	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.27309	8.10151	5.15079	4.42419	0.186289	lidar	0.302841	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.34526	7.88182	5.12169	4.42836	0.17921	radar	5.31511	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.45491	7.63273	5.13951	4.42412	0.166457	lidar	1.18363	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.60762	7.40085	5.14165	4.39473	0.121311	radar	7.37374	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.71008	7.14547	5.1605	4.39398	0.114661	lidar	0.773937	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78145	6.90913	5.15133	4.4032	0.119557	radar	1.17351	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83736	6.68905	5.11981	4.41409	0.124392	lidar	2.09091	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91255	6.45856	5.09391	4.41014	0.105412	radar	4.71618	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97143	6.21691	5.0859	4.42076	0.110462	lidar	0.271693	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08622	5.97433	5.10111	4.41115	0.0954066	radar	3.58607	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16368	5.70543	5.12523	4.41749	0.0967501	lidar	1.55834	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27214	5.45936	5.12964	4.40229	0.0683962	radar	3.07362	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.36349	5.20139	5.14796	4.4025	0.0653662	lidar	0.709633	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.43748	4.9551	5.14824	4.40812	0.0685562	radar	0.0231465	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.54274	4.68648	5.18199	4.40439	0.0619932	lidar	2.58546	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.65217	4.43572	5.19089	4.38843	0.0338132	radar	3.10474	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.77518	4.17351	5.22407	4.37874	0.0236026	lidar	3.50889	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.86386	3.93144	5.22236	4.38036	0.0262746	radar	0.901967	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.93944	3.6925	5.21059	4.38377	0.0280293	lidar	0.355585	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04835	3.47646	5.18823	4.36663	0.00190238	radar	4.60587	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13817	3.23107	5.19051	4.36629	0.00155576	lidar	0.0151506	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25414	2.97977	5.2081	4.35178	-0.0196569	radar	1.47395	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.33962	2.71199	5.22909	4.35545	-0.015094	lidar	1.35021	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43063	2.46199	5.23404	4.35528	-0.014624	radar	0.109326	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.53165	2.20302	5.25254	4.35357	-0.0149752	lidar	0.939809	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.64358	1.96568	5.25307	4.33385	-0.0471522	radar	4.77559	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.75343	1.70145	5.2799	4.33074	-0.0469051	lidar	2.04152	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87803	1.45339	5.29707	4.3139	-0.0690127	radar	1.49121	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.94005	1.2101	5.2768	4.32145	-0.0599634	lidar	4.05295	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04088	0.983062	5.25953	4.31585	-0.0631637	radar	0.868034	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1049	0.742372	5.23982	4.32251	-0.0551144	lidar	3.51111	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.19607	0.46142	5.27862	4.32384	-0.055339	radar	5.35343	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27269	0.216702	5.26829	4.32746	-0.049902	lidar	1.22396	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.38446	-0.0199324	5.26325	4.32527	-0.0436739	radar	5.88423	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4585	-0.263309	5.25151	4.32986	-0.0378301	lidar	1.41331	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.57973	-0.464736	5.21948	4.31248	-0.0561676	radar	4.30641	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.71733	-0.663143	5.19189	4.29256	-0.0735746	lidar	3.54409	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82934	-0.893368	5.19628	4.27756	-0.0948684	radar	5.77411	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.92462	-1.15009	5.21192	4.28083	-0.0865098	lidar	0.862754	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01353	-1.40929	5.22763	4.28544	-0.0784876	radar	2.38847	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1512	-1.62209	5.21488	4.26871	-0.0914951	lidar	1.50103	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28909	-1.85575	5.23949	4.24571	-0.122211	radar	5.02208	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39481	-2.09868	5.24348	4.24505	-0.116679	lidar	0.24502	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54488	-2.30938	5.2346	4.22541	-0.131134	radar	3.50636	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.69253	-2.52117	5.22637	4.20804	-0.142211	lidar	0.872971	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84567	-2.73753	5.23042	4.18873	-0.157113	radar	1.65986	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94143	-2.99209	5.2425	4.19712	-0.14038	lidar	1.77448	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07138	-3.21754	5.23805	4.19083	-0.138354	radar	0.135748	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19725	-3.41987	5.21299	4.18014	-0.142952	lidar	1.51748	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34279	-3.6602	5.23433	4.17274	-0.142881	radar	4.39226	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50017	-3.82005	5.18528	4.14506	-0.165048	lidar	5.74989	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.64277	-4.03227	5.18496	4.13341	-0.170189	radar	0.592139	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79955	-4.2516	5.19414	4.12154	-0.17335	lidar	0.443233	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94968	-4.46959	5.19888	4.11228	-0.173784	radar	0.346612	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11355	-4.69574	5.21735	4.10175	-0.175189	lidar	1.15398	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25644	-4.90437	5.19502	4.0987	-0.164514	radar	2.52261	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39442	-5.11854	5.19124	4.09462	-0.160399	lidar	0.192192	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54221	-5.30013	5.15147	4.0845	-0.158895	radar	4.67037	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73422	-5.4955	5.16098	4.06217	-0.173277	lidar	1.77934	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89293	-5.69605	5.15276	4.05348	-0.17178	radar	0.519264	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05458	-5.88224	5.14075	4.04002	-0.176923	lidar	0.356565	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19568	-6.0542	5.093	4.03334	-0.17173	radar	7.50789	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37688	-6.17379	5.04183	4.00013	-0.197425	lidar	6.80507	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54941	-6.36062	5.03791	3.98853	-0.198069	radar	0.969541	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69907	-6.55707	5.03483	3.98586	-0.19084	lidar	0.300734	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91143	-6.72248	5.04947	3.95707	-0.211394	radar	6.70911	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1166	-6.88102	5.04884	3.93155	-0.226407	lidar	0.816765	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2976	-7.04766	5.04507	3.91611	-0.231196	radar	1.23516	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5266	-7.21554	5.06784	3.88936	-0.245981	lidar	3.18603	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7267	-7.36538	5.06317	3.86747	-0.256062	radar	2.30881	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9709	-7.51637	5.08529	3.83578	-0.274498	lidar	3.49201	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1586	-7.66504	5.06514	3.82136	-0.275027	radar	1.50013	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3192	-7.81257	5.03424	3.8146	-0.268752	lidar	3.51	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5134	-7.94825	5.01401	3.79675	-0.273219	radar	2.32151	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7011	-8.05381	4.97632	3.77304	-0.284111	lidar	4.3121	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8963	-8.17825	4.9405	3.75489	-0.287794	radar	2.94349	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.116	-8.26836	4.9209	3.72137	-0.307262	lidar	1.85583	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3345	-8.39679	4.94035	3.70177	-0.311389	radar	2.24331	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5443	-8.47562	4.91037	3.67079	-0.327411	lidar	3.20799	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7512	-8.57338	4.87645	3.64761	-0.335102	radar	2.84701	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0255	-8.6538	4.90202	3.60574	-0.359139	lidar	3.86167	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2655	-8.75689	4.92112	3.58234	-0.363703	radar	2.48834	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.493	-8.80084	4.89456	3.544	-0.384336	lidar	3.34649	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7115	-8.85699	4.85205	3.51164	-0.400071	radar	5.29804	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.944	-8.95013	4.86026	3.49312	-0.398339	lidar	0.227889	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1857	-9.03976	4.88912	3.4758	-0.393236	radar	2.36815	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4137	-9.13398	4.89295	3.46246	-0.386926	lidar	0.17235	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6431	-9.20692	4.88449	3.4422	-0.388742	radar	0.267593	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9223	-9.20578	4.8976	3.38994	-0.420194	lidar	2.8248	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1742	-9.27954	4.91642	3.37272	-0.415625	radar	4.13642	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4368	-9.37541	4.95009	3.36367	-0.402979	lidar	4.61588	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6816	-9.41059	4.93529	3.33388	-0.415414	radar	1.97775	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9391	-9.48146	4.95583	3.32072	-0.407268	lidar	1.80246	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.19	-9.49693	4.94836	3.28783	-0.421413	radar	2.44232	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4429	-9.48953	4.94664	3.25079	-0.436867	lidar	0.85888	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.668	-9.49187	4.91614	3.22072	-0.448072	radar	5.50078	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9458	-9.4769	4.94128	3.18341	-0.461365	lidar	1.65096	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1953	-9.52995	4.95584	3.17938	-0.440442	radar	7.46665	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4549	-9.54134	4.96784	3.1582	-0.439137	lidar	0.464769	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7112	-9.53417	4.96957	3.13033	-0.446724	radar	1.70811	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9661	-9.50026	4.97405	3.09705	-0.456969	lidar	0.366229	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2117	-9.46658	4.96437	3.06381	-0.470259	radar	0.854208	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4276	-9.49534	4.93538	3.0605	-0.452319	lidar	2.07086	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6653	-9.47864	4.93211	3.04257	-0.445923	radar	1.67777	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9136	-9.46656	4.93487	3.02578	-0.440587	lidar	0.219334	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.146	-9.42623	4.9272	3.00244	-0.440298	radar	4.04682	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3872	-9.31671	4.93078	2.95362	-0.4655	lidar	3.17705	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6226	-9.24345	4.92163	2.91746	-0.481916	radar	1.30264	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8693	-9.12835	4.93633	2.87239	-0.501044	lidar	1.61959	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1043	-9.03208	4.9385	2.83687	-0.511138	radar	5.15646	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3019	-9.12225	4.87277	2.87051	-0.458694	lidar	14.6449	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5414	-9.07325	4.87607	2.85606	-0.449152	radar	1.50521	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7615	-8.98222	4.86853	2.82589	-0.456706	lidar	0.778064	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0021	-8.9	4.87725	2.80071	-0.460052	radar	2.28845	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2037	-8.82775	4.84895	2.78016	-0.458998	lidar	1.76504	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4369	-8.73695	4.85386	2.75445	-0.463871	radar	1.79723	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6379	-8.70123	4.81517	2.74989	-0.44818	lidar	2.68374	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.836	-8.5552	4.80012	2.6975	-0.487093	radar	7.0992	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0412	-8.47975	4.78045	2.68262	-0.479117	lidar	0.689493	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2509	-8.36486	4.78226	2.65849	-0.476733	radar	1.7934	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4761	-8.2752	4.78615	2.6444	-0.467543	lidar	0.938438	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6717	-8.15061	4.77488	2.61338	-0.478631	radar	1.27313	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8909	-7.94319	4.82402	2.56318	-0.500761	lidar	4.74267	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0838	-7.79383	4.81791	2.52253	-0.525651	radar	4.1581	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3033	-7.63188	4.84867	2.49354	-0.526731	lidar	1.79955	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4998	-7.48944	4.8529	2.47534	-0.513418	radar	1.34286	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6696	-7.34179	4.83496	2.44811	-0.5157	lidar	0.865716	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8577	-7.18272	4.84046	2.42385	-0.512462	radar	0.79941	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0266	-7.07431	4.80173	2.41207	-0.501781	lidar	2.39262	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1941	-6.89277	4.80398	2.37608	-0.515377	radar	2.06034	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
